,Price,Address,Specifics
5423,"$1,195,000",3715 12 13 Sunnidale Sdrd,"3+3BD2BA15 Parking1,500-2,000 sqft"
5424,"$650,000",4140 Line 83 Rd,"2BD2BA6 Parking1,100-1,500 sqft"
5425,"$1,099,900",141 Highlands Blvd,"4BD4BA4 Parking3,000-3,500 sqft"
5426,"$499,000",124 Lorne St,"3BD2BA2 Parking1,100-1,500 sqft"
5427,"$3,690,000",6500 Concession 1 Rd,"4+4BD6BA20 Parking+5,000 sqft"
5428,"$989,000",1207 Nuforest Dr,"2BD1BA6 Parking700-1,100 sqft"
5429,"$2,300,000",35 Blackburn Blvd,4+2BD4BA9 Parking
5430,"$549,000",18 Windsor Ave,"2BD2BA5 Parking700-1,100 sqft"
5431,"$2,699,850",975 Fredonia Dr,"5+3BD5BA8 Parking+5,000 sqft"
5432,"$2,850,000",4 Champion Crt,"4+2BD5BA9 Parking3,500-5,000 sqft"
5433,"$849,000",115 Hurley Rd,3+3BD4BA3 Parking
5434,"$879,000",593 Vine St,3+1BD3BA8 Parking
5435,"$2,050,000",18 Rosemount Dr,4+2BD3BA6 Parking
5436,"$960,000",54 Lambton Ave,"2+1BD3BA1 Parking1,100-1,500 sqft"
5437,"$620,000",162 Wellington Main St,"2BD1BA5 Parking700-1,100 sqft"
5438,"$799,000",49 Kensington Ave,"3+1BD2BA8 Parking1,100-1,500 sqft"
5439,"$1,155,000",17 Madill Dr,3+3BD3BA8 Parking
5440,"$1,875,000",41 Homewood Ave,"5+1BD4BA1 Parking2,000-2,500 sqft"
5441,"$999,000",4318 Victoria Rd S,3BD2BA7 Parking
5442,"$1,069,900",79 Hearth Cres,"3+3BD3BA7 Parking1,500-2,000 sqft"
5443,"$549,900",214 Santone Ave,"3BD2BA5 Parking700-1,100 sqft"
5444,"$649,000",60 Main St,4BD2BA14 Parking
5445,"$1,899,700",57 Merrybrook Tr,"4+2BD5BA4 Parking3,000-3,500 sqft"
5446,"$1,649,000",158 Culp Tr,"4BD3BA3 Parking2,000-2,500 sqft"
5447,"$1,249,000",84 Wiltshire Ave,3+1BD3BA2 Parking
5448,"$949,000",1319 Redbank Cres,"3BD2BA3 Parking1,100-1,500 sqft"
5449,"$1,649,900",2980 Governors Rd,"5BD4BA14 Parking3,000-3,500 sqft"
5450,"$1,300,000",Lot 2 Held Crescent,Detached
5451,"$1,490,000",Lot 1 Held Crescent,Detached
5452,"$1,379,900",2280 Ridgeview Crt,"3+2BD4BA4 Parking2,000-2,500 sqft"
5453,"$549,900",126 Doxsee Ave,"1+2BD2BA2 Parking1,100-1,500 sqft"
5454,"$1,299,900",95 Wood Rim Dr,4+1BD4BA4 Parking
5455,"$789,000",66 Draper Cres,"2+1BD2BA3 Parking1,100-1,500 sqft"
5456,"$810,000",24 Hedgeson Crt,3+1BD3BA2 Parking
5457,"$1,149,000",246 Fearnwood St,"3+2BD2BA4 Parking2,000-2,500 sqft"
5458,"$3,698,000",3 Bishop Crt,"4+1BD4BA15 Parking3,500-5,000 sqft"
5459,"$1,199,000",31 Washburn Rd,"4+2BD4BA4 Parking3,000-3,500 sqft"
5460,"$469,900",83 Commercial St,"3BD2BA2 Parking1,500-2,000 sqft"
5461,"$1,925,000",55 Sir Lancelot Dr,4+1BD5BA4 Parking
5462,"$1,489,000",362 Kingsbridge Garden Circ,"4+1BD4BA4 Parking2,000-2,500 sqft"
5463,"$1,248,000",274 Treasure Rd,4BD4BA3 Parking
5464,"$870,000",74 Dunsdon St,"3+1BD2BA4 Parking1,500-2,000 sqft"
5465,"$3,200,000",434 Lakeview Dr,"6BD5BA11 Parking3,500-5,000 sqft"
5466,"$749,900",547 Big Bay Point Rd,"3BD1BA10 Parking700-1,100 sqft"
5467,"$1,229,000",29 Medley Crt,3BD3BA5 Parking
5468,"$2,850,000",6321 Kirby Rd,4BD3BA8 Parking
5469,"$699,900",315 Exhibition St,3BD1BA4 Parking
5470,"$1,249,900",16 Woodmount Dr,3+1BD2BA8 Parking
5471,"$474,900",211 Phipps St,"3+1BD2BA6 Parking1,500-2,000 sqft"
5472,"$900,000",186 Holborne Ave,"3BD1BA0 Parking700-1,100 sqft"
5473,"$949,000",326 Howard Cres,"4BD4BA4 Parking2,000-2,500 sqft"
5474,"$1,678,000",110 Pepperberry Rd,"4+1BD4BA6 Parking2,000-2,500 sqft"
5475,"$109,000",PT 70 Libby Street,
5476,"$13,800,000",21 Thornbank Rd,7+2BD11BA27 Parking
5477,"$4,680,000",46 Elgin Ave,"3BD6BA1 Parking3,000-3,500 sqft"
5478,"$1,948,000",6 Revcoe Dr,4+1BD4BA5 Parking
5479,"$2,788,888",2 Heintzman Cres,"4BD4BA6 Parking3,500-5,000 sqft"
5480,"$1,399,999",27 Meadow Ave,3+1BD4BA1 Parking
5481,"$549,900",74 Sugarbush Crescent,"2BD1BA8 Parking1,212 sqft"
5482,"$749,000",527 5th Line W,"3BD2BA12 Parking1,711 sqft"
5483,"$794,017",43 White Tail Path,"2+2BD3BA4 Parking1,440 sqft"
5484,"$225,000",Address not available,
5485,"$2,800,000",678 Howe Island Drive,"2BD3BA10 Parking65,535 sqft"
5486,"$3,400,000",S/S Killaly Street,
5487,"$1,658,888",28 Mingay Ave,4+2BD4BA4 Parking
5488,"$897,900",695 Balmoral Dr,"3BD3BA6 Parking1,100-1,500 sqft"
5489,"$1,199,000",51 Wedge Crt,3BD2BA4 Parking
5490,"$2,599,900",104 Main St E,"5+1BD4BA18 Parking3,500-5,000 sqft"
5491,"$2,099,000",165 Lawford Rd,"4BD4BA4 Parking3,000-3,500 sqft"
5492,"$870,000",9 Raven Hill Dr,3+3BD3BA5 Parking
5493,"$699,900",23 Drummond St N,"4BD2BA3 Parking1,100-1,500 sqft"
5494,"$928,282",257 Craven Rd,2BD1BA0 Parking
5495,"$579,000",68 Harrison Ave,4BD2BA1 Parking
5496,"$4,199,000",20 Graywood Dr,"4+1BD5BA6 Parking3,500-5,000 sqft"
5497,"$2,000,000",2241 Blezard Line,"4BD3BA12 Parking3,500-5,000 sqft"
5498,"$3,699,000",22 Rory Dr,"3BD3BA9 Parking+5,000 sqft"
5499,"$1,588,888",128 Holm Cres,4BD4BA5 Parking
5500,"$2,195,000",1936 Four Seasons Dr,4+1BD4BA6 Parking
5501,"$699,900",4544 Penetanguishene Rd,"3BD2BA6 Parking2,000-2,500 sqft"
5502,"$1,224,900",62 Hubbert Cres,"4+2BD4BA6 Parking2,500-3,000 sqft"
5503,"$899,990",9 GIBSON Avenue,"5BD0BA0 Parking1,431 sqft"
5504,"$799,913",36 Bramhall Circ,3+1BD2BA4 Parking
5505,"$699,000",21 Shelswell Blvd,"3BD3BA7 Parking1,100-1,500 sqft"
5506,"$659,000",45 Mountain St,"3BD2BA2 Parking1,100-1,500 sqft"
5507,"$1,169,000",3324 Jordan Ave,"4+1BD2BA4 Parking2,000-2,500 sqft"
5508,"$2,395,000",3925 WILLIAM STREET,"4BD3BA0 Parking2,643 sqft"
5509,"$3,398,000",6242 DICKENS STREET,"8BD8BA8 Parking4,340 sqft"
5510,"$2,599,000",23353 50 AVENUE,"4BD3BA4 Parking3,822 sqft"
5511,"$3,490,000",12656 POWELL STREET,"7BD9BA9 Parking7,700 sqft"
5512,"$1,699,900",1123 Perth St,3+1BD3BA14 Parking
5513,"$759,000",390 East 22nd St,"3+1BD3BA3 Parking1,100-1,500 sqft"
5514,"$459,900",98 Orchard Park Road,"3BD1BA3 Parking1,200 sqft"
5515,"$425,000",61 John Street,"3BD2BA2 Parking2,007 sqft"
5516,"$499,000",1 Malakoff Street,"4+2BD4BA6 Parking1,909 sqft"
5517,"$519,025",247 Margaret Street,"3BD2BA5 Parking1,235 sqft"
5518,"$789,000",11 Shelswell Boulevard,"3+1BD2BA7 Parking1,098 sqft"
5519,"$1,195,000",3715 12 13 Sunnidale Side Road,"3+3BD2BA15 Parking44,866 sqft"
5520,"$484,900",10 Bourrie Avenue,2BD1BA3 Parking762 sqft
5521,"$899,900",3772 Horseshoe Valley Road W,"3+1BD2BA13 Parking1,084 sqft"
5522,"$749,900",116 Elizabeth St,"2+1BD3BA7 Parking2,247 sqft"
5523,"$949,000",1319 Redbank Crescent,"3BD2BA3 Parking1,200 sqft"
5524,"$999,000",52 Harpin Way E,"4+1BD4BA4 Parking2,368 sqft"
5525,"$549,900",126 Doxsee Avenue N,"3BD2BA2 Parking2,221 sqft"
5526,"$950,000",39 Riehm Street,"3BD3BA3 Parking2,017 sqft"
5527,"$1,199,900",7067 Old Mill Lane,"2BD1BA10 Parking1,100 sqft"
5528,"$789,000",66 Draper Crescent,"2+1BD2BA4 Parking1,487 sqft"
5529,"$1,245,000",102 Georgian Manor Drive,"2+2BD3BA8 Parking1,424 sqft"
5530,"$999,000",4318 Victoria Road S,"3BD2BA8 Parking1,600 sqft"
5531,"$6,500,000",4210-4248 Lyons Creek Road,
5532,"$1,335,000",1121 Stewart Line,"3+1BD2BA22 Parking44,866 sqft"
5533,"$550,000",21 Princess Drive,"4BD2BA10 Parking15,333 sqft"
5534,"$874,900",103 Niagara Street,"2+2BD3BA5 Parking1,212 sqft"
5535,"$364,999",340 King Street E,"4BD2BA3 Parking1,846 sqft"
5536,"$479,900",379 Ginger Street,"2BD2BA2 Parking4,356 sqft"
5537,"$929,900",172 Sunnidale Road,"4BD3BA8 Parking2,120 sqft"
5538,"$1,499,900",263 Trafalgar Road,"2+1BD3BA6 Parking1,739 sqft"
5539,"$1,600,000",47 Newman Road,"3+2BD3BA6 Parking1,807 sqft"
5540,"$289,000",827 Dufferin Avenue,"2BD1BA2 Parking5,009 sqft"
5541,"$649,900",590 Cayley Drive,"3+1BD2BA5 Parking1,086 sqft"
5542,"$749,900",195 Sheffield Street,"3BD2BA6 Parking6,664 sqft"
5543,"$549,900",5129 Morrison Street,2+2BD2BA2 Parking987 sqft
5544,"$749,000",3 Burns Avenue,"3BD1BA3 Parking5,532 sqft"
5545,"$525,000",231 County Road 8,"2+1BD2BA5 Parking18,295 sqft"
5546,"$449,900",1445 Perth Avenue,"3BD2BA4 Parking1,192 sqft"
5547,"$869,900",50 Farlain Lake Road W,"4BD3BA7 Parking2,110 sqft"
5548,"$859,800",17 Graham Crescent,"4BD4BA10 Parking2,100 sqft"
5549,"$897,900",695 Balmoral Drive,"3BD3BA6 Parking1,257 sqft"
5550,"$929,900",49 Compass Trail,"2+1BD3BA4 Parking1,542 sqft"
5551,"$599,900",21 Deerpark Avenue,"3BD2BA3 Parking1,118 sqft"
5552,"$599,900",1699 Moffatt Avenue,2+1BD2BA10 Parking843 sqft
5553,"$1,095,000",73 Collins Way,"2+2BD3BA9 Parking1,928 sqft"
5554,"$899,919",5 Avedisian Street,"3+1BD4BA4 Parking2,340 sqft"
5555,"$699,900",315 Exhibition Street,"3BD1BA4 Parking1,004 sqft"
5556,"$899,900",5 Victorway Drive,"3BD2BA0 Parking1,031 sqft"
5557,"$525,000",468 Lakehurst Road,"2BD1BA13 Parking1,140 sqft"
5558,"$749,000",1709 Highway 2 Highway,"3BD2BA7 Parking1,489 sqft"
5559,"$737,000",15 Berkar Street,"3+2BD2BA6 Parking1,071 sqft"
5560,"$1,350,000",197 Snug Harbour Road,"1+2BD3BA6 Parking1,832 sqft"
5561,"$1,299,000",1060 Baseline Road,"4+1BD2BA26 Parking65,535 sqft"
5562,"$624,900",62 Barker Street,"3BD2BA2 Parking6,577 sqft"
5563,"$529,000",162 University Avenue,2+1BD1BA4 Parking600 sqft
5564,"$700,000",52 Esther Anne Drive,"3+1BD3BA6 Parking14,984 sqft"
5565,"$710,000",5 Churchill Drive,"3+1BD3BA4 Parking1,482 sqft"
5566,"$899,900",1166 Pine Ridge Road,"3BD2BA6 Parking1,538 sqft"
5567,"$500,000",48 Inverary Road,"3BD2BA2 Parking1,100 sqft"
5568,"$799,900",1729 Bathurst 5th Concession Road,"3BD2BA0 Parking65,535 sqft"
5569,"$650,000",6025 Belaire Avenue,"3+1BD2BA3 Parking1,106 sqft"
5570,"$420,000",498 Egerton Street,"3BD2BA2 Parking4,138 sqft"
5571,"$499,900",50363 Vienna Line,"7BD2BA8 Parking21,344 sqft"
5572,"$1,099,000",82 Trailview Drive,"3+2BD4BA6 Parking2,157 sqft"
5573,"$425,000",290 Parkhill Road W,"4BD2BA3 Parking4,356 sqft"
5574,"$1,490,000",3885 Treeline Drive,"3+2BD3BA8 Parking1,817 sqft"
5575,"$750,515",16 Feathers (Lot #56) Crossing,"3BD2BA4 Parking1,684 sqft"
5576,"$699,000",13 Norfolk County Road 21 Road,"4+2BD3BA4 Parking2,700 sqft"
5577,"$619,900",1209 Highway 35,"3BD1BA7 Parking23,086 sqft"
5578,"$1,499,000",428 Queen Street W,"4BD1BA8 Parking49,222 sqft"
5579,"$175,000",107 Picadilly Circle,"4+1BD3BA1 Parking2,800 sqft"
5580,"$2,500,000",3636 County Road 6,"2+2BD3BA12 Parking53,578 sqft"
5581,"$929,900",236 Bradshaw Drive,"3BD2BA4 Parking1,637 sqft"
5582,"$795,000",1823 Creek Road,"4BD2BA5 Parking1,972 sqft"
5583,"$239,900",52 Forget Avenue,"4BD2BA4 Parking1,900 sqft"
5584,"$539,900",17 Beattie Avenue,"3BD2BA6 Parking8,058 sqft"
5585,"$879,000",593 Vine Street,"3+1BD3BA8 Parking1,188 sqft"
5586,"$788,000",38 Hancock Crescent,"4BD3BA6 Parking2,515 sqft"
5587,"$1,499,000",428 Queen Street W,
5588,"$499,000",362120 Concession 16,"4BD1BA11 Parking44,518 sqft"
5589,"$5,388,888",1014 Queenston Road,
5590,"$724,000",69 - 100 Medley Court,"2+1BD3BA3 Parking1,477 sqft"
5591,"$1,789,000",44 Bowman Street,"6BD5BA4 Parking3,193 sqft"
5592,"$2,399,900",650 Goodwood Road,"5BD4BA12 Parking65,535 sqft"
5593,"$449,900",18 Mcfadden Drive,
5594,"$928,000",221 Jennifers Trail,"3BD2BA6 Parking1,624 sqft"
5595,"$224,900",Address not available,
5596,"$1,995,000",396 Edith Cavell Boulevard,2BD1BA8 Parking900 sqft
5597,"$799,900",64 Hastings Park,Duplex
5598,"$1,249,000",84 Wiltshire Avenue,"3+1BD3BA2 Parking1,164 sqft"
5599,"$1,289,900",101 Bonnet Street,"4BD4BA7 Parking3,254 sqft"
5600,"$404,997",97 Scott Street,"3BD1BA3 Parking1,000 sqft"
5601,"$599,000",9A Harris Street,"3BD2BA5 Parking1,319 sqft"
5602,"$3,690,000",6500 Concession 1 Road,"4+4BD6BA13 Parking46,609 sqft"
5603,"$1,075,000",1344 West River Road,"2BD1BA6 Parking1,220 sqft"
5604,"$429,900",428 Bagot Street W,"4BD2BA5 Parking1,601 sqft"
5605,"$839,900",832 Hinch Road,"3BD2BA14 Parking65,535 sqft"
5606,"$574,900",58 Queen Street,"5BD1BA9 Parking1,800 sqft"
5607,"$1,079,000",40 Meadowland Drive,"3+1BD3BA8 Parking1,500 sqft"
5608,"$989,000",1207 Nuforest Drive,"2BD1BA6 Parking1,124 sqft"
5609,"$949,900",65 Grier Street,"10BD5BA14 Parking4,500 sqft"
5610,"$729,900",47 Ruffian Road,"2+1BD3BA5 Parking1,282 sqft"
5611,"$2,199,000",885 Long Drive,"4BD4BA7 Parking12,763 sqft"
5612,"$799,000",11783 Springfield Road,"4+2BD3BA6 Parking30,840 sqft"
5613,"$899,000",3768 George Johnston Road,"3+2BD2BA16 Parking1,432 sqft"
5614,"$1,375,000",54761 Vienna Line,"2BD1BA9 Parking65,535 sqft"
5615,"$399,900",135 Elm Street,2+1BD1BA4 Parking743 sqft
5616,"$599,900",37 Murray Street,"3BD2BA6 Parking1,429 sqft"
5617,"$1,399,000",4415 Carriage Road,"3BD3BA10 Parking65,535 sqft"
5618,"$819,000",56 Lorne Avenue,"4BD3BA4 Parking2,133 sqft"
5619,"$599,900",6234 County Road 2,"2BD1BA10 Parking1,210 sqft"
5620,"$1,249,000",Address not available,
5621,"$1,149,000",246 Fearnwood Street,"3+2BD2BA4 Parking1,180 sqft"
5622,"$849,000",385 Renda Street,"4BD4BA6 Parking2,311 sqft"
5623,"$1,259,000",114 Faircrest Lane,"1+2BD3BA8 Parking19,645 sqft"
5624,"$1,249,000",3940 8th Line N,"3+1BD2BA10 Parking1,682 sqft"
5625,"$659,000",129 Forest Avenue,"3BD1BA4 Parking6,969 sqft"
5626,"$1,069,900",79 Hearth Crescent,"3+3BD3BA7 Parking1,250 sqft"
5627,"$999,000",31 Saxony Street S,"4BD3BA2 Parking2,111 sqft"
5628,"$1,299,900",28 Morrison Drive,"4BD3BA4 Parking2,555 sqft"
5629,"$849,900",8 Collins Way,"2+1BD3BA4 Parking1,730 sqft"
5630,"$439,900",259 Sidney Street,3BD2BA2 Parking905 sqft
5631,"$439,900",259 Sidney Street,2+1BD2BA2 Parking905 sqft
5632,"$379,000",590 Sherbrooke Street,"3BD2BA2 Parking25,264 sqft"
5633,"$749,900",140 Gold Street W,"3BD3BA3 Parking1,825 sqft"
5634,"$1,600,000",40 Borden Street,"12BD4BA12 Parking18,425 sqft"
5635,"$1,388,888",299 John Deisman Boulevard,"4BD3BA4 Parking2,300 sqft"
5636,"$2,350,000",41 Nova Scotia Road E,"4+1BD5BA8 Parking4,185 sqft"
5637,"$1,175,000",36 Versailles Crescent,"4BD4BA6 Parking2,989 sqft"
5638,"$1,999,000",225 Mitchell's Crossroad,"3BD2BA10 Parking65,535 sqft"
5639,"$699,000",136 Victoria Road N,2+1BD2BA4 Parking865 sqft
5640,"$489,900",169 Main Street,"2BD1BA2 Parking10,236 sqft"
5641,"$599,900",28 Douglas Avenue,"3+1BD2BA5 Parking1,025 sqft"
5642,"$2,499,000",627 Lakelands Avenue,"2+1BD2BA3 Parking1,500 sqft"
5643,"$625,000",9 Milne Street,3BD2BA4 Parking990 sqft
5644,"$849,900",11 Nickles Cove Road,"3BD2BA8 Parking1,225 sqft"
5645,"$499,000",124 Lorne Street,"3BD2BA3 Parking8,712 sqft"
5646,"$1,350,000",132 Stone Zack Lane,
5647,"$1,295,000",1019 Sale Road,"3BD2BA10 Parking65,535 sqft"
5648,"$659,900",136 Elgin Street,"3+1BD2BA4 Parking1,080 sqft"
5649,"$1,725,000",2 Flynn Avenue,"1+3BD2BA4 Parking1,479 sqft"
5650,"$3,200,000",434 Lakeview Drive,"3+3BD5BA11 Parking65,535 sqft"
5651,"$745,000",523 Palmtree Avenue,"3+1BD2BA5 Parking1,699 sqft"
5652,"$1,349,850",107 Kennedy Avenue,"4BD5BA8 Parking3,058 sqft"
5653,"$549,900",1337 Tudor Crescent,"2+2BD2BA4 Parking1,000 sqft"
5654,"$645,888",84 Gram Avenue,"3+2BD2BA3 Parking1,000 sqft"
5655,"$749,900",8 Kaywood Court,"4BD3BA7 Parking2,020 sqft"
5656,"$1,449,000",2038 Merchants Gate,"3BD3BA4 Parking2,012 sqft"
5657,"$349,900",6 Bayley Street,"2+1BD2BA8 Parking1,335 sqft"
5658,"$975,000",5 Hammacher Street,"4BD3BA4 Parking2,400 sqft"
5659,"$389,900",80-82 John Street,"5BD2BA2 Parking1,638 sqft"
5660,"$574,900",66 Albert Street,"3BD1BA4 Parking1,218 sqft"
5661,"$1,950,000",246 Mississaga Street W,"11BD5BA6 Parking3,280 sqft"
5662,"$1,999,888",2374 Valleyridge Drive,"4+1BD5BA4 Parking3,290 sqft"
5663,"$559,900",93 Bradley Avenue,"3BD2BA5 Parking1,063 sqft"
5664,"$949,900",15 Finlay Street,"4+1BD4BA8 Parking1,724 sqft"
5665,"$229,000",R96870 (SECONDLY) Clarke's Road,
5666,"$650,000",98 Brubacher Street,"2+1BD2BA2 Parking18,295 sqft"
5667,"$474,900",211 Phipps Street,"4BD2BA6 Parking1,700 sqft"
5668,"$474,900",211 Phipps Street,"4BD2BA6 Parking1,700 sqft"
5669,"$1,499,000",18 Vogue Court,"4BD4BA6 Parking2,670 sqft"
5670,"$749,800",20 Brentwood Drive,"3BD3BA3 Parking1,080 sqft"
5671,"$699,000",2957 Loyalist Avenue,"3+1BD2BA2 Parking1,150 sqft"
5672,"$620,000",162 Wellington Main Street,"2BD1BA5 Parking16,117 sqft"
5673,"$750,000",1402 Old York Road,"3BD1BA5 Parking1,535 sqft"
5674,"$749,900",547 Big Bay Point Road,"3BD1BA10 Parking1,057 sqft"
5675,"$749,900",22 North Street,"3BD1BA3 Parking1,401 sqft"
5676,"$940,000",121 Marconi Court,"4BD3BA2 Parking3,833 sqft"
5677,"$1,899,900",44 West Branch Drive,"4BD4BA8 Parking3,300 sqft"
5678,"$279,900",V/L Westwood Avenue,
5679,"$799,000",LOT 5 Marni Lane,
5680,"$1,495,000",N/A Shadybrook Court,
5681,"$149,000",PT 75 AND 76 Libby Street,
5682,"$109,000",PT LT 35 PT 30 Hardwick Cove Road,
5683,"$109,000",PT LT 35 PT 28 Hardwick Cove Road,
5684,"$109,000",PT LT 35 PT 25 Hardwick Cove Road,
5685,"$149,000",PT LT 35 PT 19 AND 20 Hardwick Cove Road,
5686,"$109,000",PT LT 35 PT 17 Hardwick Cove Road,
5687,"$109,000",PT LT 35 PT 7 Gard Street,
5688,"$2,650,000",20059 24 AVENUE,"3BD1BA15 Parking2,864 sqft"
5689,"$2,299,000",2036 Grosvenor St,"4+2BD6BA4 Parking2,500-3,000 sqft"
5690,"$1,790,000",410 St Clarens Ave,5+1BD3BA2 Parking
5691,"$1,375,000",5402 CRIMSON RIDGE,"5BD4BA4 Parking4,311 sqft"
5692,"$1,599,900",39150 OLD YALE ROAD,"4BD3BA9 Parking2,620 sqft"
5693,"$2,599,000",1940 BROWN STREET,"10BD4BA8 Parking4,100 sqft"
5694,"$1,699,000",22 Rockwood Cres,"4BD4BA6 Parking2,500-3,000 sqft"
5695,"$4,398,000",3915 W 34TH AVENUE,"6BD5BA2 Parking4,055 sqft"
5696,"$829,900",10 Cobbler Cres,2+1BD2BA3 Parking
5697,"$899,900",14 Comet Ave,3BD4BA1 Parking
5698,"$1,299,000",1076 Easterbrook Cres,"4BD3BA4 Parking2,000-2,500 sqft"
5699,"$1,415,000",21642 48TH AVENUE,"3BD2BA8 Parking1,940 sqft"
5700,"$1,799,000",4875 CAPILANO ROAD,"5BD4BA4 Parking4,420 sqft"
5701,"$1,099,000",18 - 33925 ARAKI COURT,"4BD4BA4 Parking4,486 sqft"
5702,"$769,900",476 Ferguson Avenue N,Detached
5703,"$999,999",5155 WHITE CHURCH Road,"4BD1BA3 Parking1,139 sqft"
5704,"$725,000",351 AVERY POINT Road,"2BD1BA1 Parking1,158 sqft"
5705,"$769,900",476 Ferguson Avenue N,4BD2BA0 Parking608 sqft
5706,"$1,600,000",1623 Magenta Court,"3BD2BA2 Parking1,227 sqft"
5707,"$900,000",7772 CONCESSION 2 Road,"4BD2BA2 Parking1,773 sqft"
5708,"$839,900",135 WESTWOOD Crescent,"3BD2BA1 Parking1,900 sqft"
5709,"$2,195,000",1936 FOUR SEASONS Drive,"5BD4BA2 Parking2,848 sqft"
5710,"$839,900",6 Sunnycroft Court,"3BD4BA1 Parking1,416 sqft"
5711,"$699,900",23 DRUMMOND Street,"4BD2BA0 Parking1,428 sqft"
5712,"$979,900",38 MASSENA Drive,"4BD3BA2 Parking1,846 sqft"
5713,"$1,249,000",306 BLACKBURN Drive,"4BD3BA2 Parking2,284 sqft"
5714,"$1,199,900",209 Forfar Street W,"4BD3BA2 Parking1,730 sqft"
5715,"$1,169,000",3324 JORDAN Avenue,"5BD2BA2 Parking2,100 sqft"
5716,"$1,349,000",25 DUMFRIES Street,"3BD3BA1 Parking1,085 sqft"
5717,"$899,900",434 Classic Avenue,"4BD2BA2 Parking1,327 sqft"
5718,"$659,000",45 Mountain Street,"3BD2BA0 Parking1,200 sqft"
5719,"$1,449,000",49 Virginia Avenue,"5BD4BA3 Parking2,827 sqft"
5720,"$1,150,000",53 Duckworth Road,"4BD3BA2 Parking2,178 sqft"
5721,"$674,900",69 East 41st Street,"3BD1BA1 Parking1,014 sqft"
5722,"$1,498,000",557 Stillwater Crescent,"3BD2BA1 Parking1,259 sqft"
5723,"$699,900",73 Welland Street,"3BD2BA2 Parking1,350 sqft"
5724,"$2,299,000",2036 Grosvenor Street,"6BD6BA2 Parking2,734 sqft"
5725,"$1,799,000",15 Michigan Avenue,"3BD3BA2 Parking3,129 sqft"
5726,"$800,000",250 MACNAB Street N,"3BD2BA1 Parking1,096 sqft"
5727,"$699,900",66 CAYUGA Street S,"4BD3BA2 Parking1,470 sqft"
5728,"$2,999,000",870 Danforth Place,"4BD4BA2 Parking2,102 sqft"
5729,"$519,900",63 Robinson St,"3BD3BA6 Parking1,500-2,000 sqft"
5730,"$1,999,000",3500 Greenwood Rd,"3BD3BA15 Parking2,000-2,500 sqft"
5731,"$2,189,000",11 Lady Veronica Lane,"4BD4BA5 Parking3,000-3,500 sqft"
5732,"$1,525,000",13360 235 STREET,"5BD4BA4 Parking3,490 sqft"
5733,"$1,268,800",1712 57 STREET,"3BD2BA4 Parking2,153 sqft"
5734,"$820,000",18 Birchfield Crt,"3+1BD3BA5 Parking1,500-2,000 sqft"
5735,"$998,800",190 Margaret St,"2+2BD2BA4 Parking1,500-2,000 sqft"
5736,"$1,475,000",110 Holliday Dr,"4+2BD4BA4 Parking2,000-2,500 sqft"
5737,"$12,980,000",2931 BURFIELD PLACE,"5BD6BA6 Parking6,467 sqft"
5738,"$999,900",7868 LOHN ROAD,"4BD3BA0 Parking3,250 sqft"
5739,"$2,850,000",21558 GLENWOOD AVENUE,"8BD9BA5 Parking5,452 sqft"
5740,"$3,499,000",41 Woodheath Lane,4+1BD8BA20 Parking
5741,"$5,188,000",112 Happy Valley Rd,"4BD5BA5 Parking3,500-5,000 sqft"
5742,"$7,198,888",2401 Doulton Pl,"5BD9BA14 Parking+5,000 sqft"
5743,"$1,275,000",1458 Laurier Ave,"4BD3BA4 Parking2,000-2,500 sqft"
5744,"$1,739,000",3812 DALKEITH DRIVE,"3BD2BA2 Parking1,400 sqft"
5745,"$4,099,999",19970 50 AVENUE,"5BD3BA4 Parking2,457 sqft"
5746,"$999,000",4 Casimir St,"2BD3BA0 Parking1,100-1,500 sqft"
5747,"$749,800",149 Seeley Ave,"4+1BD3BA3 Parking1,500-2,000 sqft"
5748,"$1,059,000",93 Atlantis Dr,"4BD4BA6 Parking2,500-3,000 sqft"
5749,"$1,724,500",119 Yacht Dr,"5+1BD5BA4 Parking3,000-3,500 sqft"
5750,"$1,849,000",7101 CURTIS STREET,"6BD3BA0 Parking3,571 sqft"
5751,"$1,549,000",22812 127 AVENUE,"6BD3BA6 Parking3,096 sqft"
5752,"$1,225,000",31 Sunset Dr,"3+1BD4BA7 Parking2,000-2,500 sqft"
5753,"$1,750,000",2168 Colonel William Pkwy,"4BD4BA4 Parking3,000-3,500 sqft"
5754,"$725,000",52 Hilltop Dr,3BD2BA6 Parking
5755,"$1,150,000",830 Leslie Dr,"4+2BD3BA8 Parking2,000-2,500 sqft"
5756,"$1,380,000",3075 Tacc Dr,"4BD3BA4 Parking2,500-3,000 sqft"
5757,"$1,688,000",26 Muirfield Tr,4+1BD4BA3 Parking
5758,"$1,399,900",1501 Cataract Rd,3+1BD3BA10 Parking
5759,"$785,000",371 Old Surrey Lane,"2BD2BA10 Parking1,100-1,500 sqft"
5760,"$744,900",1013 - 1015 Sunnyside Rd,"6+2BD3BA6 Parking2,000-2,500 sqft"
5761,"$749,000",42 Richelieu Dr,"3+1BD2BA4 Parking700-1,100 sqft"
5762,"$670,000",69 Lockview St,3BD2BA3 Parking
5763,"$1,449,000",377 Lansdowne Ave,"4BD4BA4 Parking2,000-2,500 sqft"
5764,"$1,399,999",7416 196 STREET,"4BD5BA2 Parking2,485 sqft"
